id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m,default_90_12,mes_default,ead_realizado,lgd_realizado,perda_financeira
C001219,2023-04-01,36300.0,16908.54,19391.46,0.5342,60,0.01686,516.26,0.0906,Concessionária,2021,1,45,Autônomo,5700.42,144.0,Familiar,595.0,0,1,Não,0,0,,,,0.0
C001220,2024-05-01,51800.0,3667.44,48132.56,0.9292,60,0.01733,1296.63,0.1951,Revenda multimarca,2010,12,26,CLT,6645.25,4.0,Financiada,617.0,1,4,Não,1,0,,,,0.0
C001221,2022-01-01,32700.0,10820.43,21879.57,0.6691,60,0.01468,551.04,0.1166,Concessionária,2021,1,36,Empresário,4725.37,,Alugada,509.0,0,6,Não,0,0,,,,0.0
C001222,2024-05-01,54500.0,6681.7,47818.3,0.8774,24,0.01445,2372.06,0.4444,Digital,2016,6,40,CLT,5337.54,26.0,Própria,846.0,0,0,Não,1,0,,,,0.0
C001223,2024-01-01,23700.0,6519.87,17180.13,0.7249,24,0.01637,871.41,0.251,Revenda multimarca,2018,4,24,Autônomo,3471.98,8.0,Alugada,556.0,1,1,Não,1,0,,,,0.0
C001224,2022-10-01,36500.0,7770.85,28729.15,0.7871,36,0.01727,1078.31,0.3021,Revenda multimarca,2016,6,58,Autônomo,3569.19,16.0,Alugada,877.0,0,0,Não,0,0,,,,0.0
C001225,2024-04-01,42400.0,6457.52,35942.48,0.8477,60,0.0176,974.79,0.385,Concessionária,2011,11,25,Autônomo,2531.81,18.0,Financiada,612.0,2,1,Não,4,1,7.0,37461.48,0.88,32966.1
C001226,2022-03-01,64500.0,10726.35,53773.65,0.8337,48,0.0184,1696.53,0.1517,Revenda multimarca,2010,12,72,CLT,11182.59,21.0,Alugada,505.0,0,4,Não,0,0,,,,0.0
C001227,2024-04-01,61000.0,7521.3,53478.7,0.8767,48,0.01986,1738.54,0.3432,Revenda multimarca,2019,3,40,Autônomo,5066.24,,Financiada,628.0,1,1,Não,0,0,,,,0.0
C001228,2024-12-01,47800.0,11495.9,36304.1,0.7595,48,0.01652,1101.35,0.2169,Digital,2021,1,43,Autônomo,5078.05,35.0,Própria,686.0,0,0,Não,1,0,,,,0.0
C001229,2022-10-01,122300.0,74872.06,47427.94,0.3878,24,0.01603,2396.22,0.1957,Concessionária,2021,1,45,Servidor público,12244.22,128.0,Própria,832.0,0,1,Não,0,0,,,,0.0
C001230,2023-06-01,43400.0,15298.5,28101.5,0.6475,60,0.01536,720.21,0.126,Digital,2020,2,44,CLT,5714.92,39.0,Própria,812.0,1,3,Não,0,0,,,,0.0
C001231,2023-10-01,22900.0,3366.3,19533.7,0.853,48,0.01637,590.72,0.3692,Revenda multimarca,2017,5,30,CLT,1600.0,71.0,Própria,598.0,2,1,Não,0,0,,,,0.0
C001232,2024-01-01,108300.0,26230.26,82069.74,0.7578,36,0.01429,2932.06,0.4188,Concessionária,2017,5,31,Autônomo,,18.0,Financiada,848.0,0,0,Não,0,0,,,,0.0
C001233,2022-01-01,42100.0,20022.76,22077.24,0.5244,24,0.01346,1082.57,0.2169,Concessionária,2018,4,38,CLT,,19.0,Financiada,822.0,0,0,Não,0,0,,,,0.0
C001234,2024-01-01,62000.0,42581.6,19418.4,0.3132,48,0.01496,569.93,0.0615,Concessionária,2019,3,25,CLT,9273.37,31.0,Financiada,,0,0,Não,0,0,,,,0.0
C001235,2022-06-01,67000.0,29607.3,37392.7,0.5581,60,0.01597,973.36,0.0925,Revenda multimarca,2020,2,50,CLT,10526.39,178.0,Alugada,732.0,2,1,Sim,0,0,,,,0.0
C001236,2022-08-01,48100.0,12486.76,35613.24,0.7404,48,0.01523,1051.28,0.153,Concessionária,2022,0,28,Empresário,6869.32,43.0,Própria,,0,0,Não,1,0,,,,0.0
C001237,2023-08-01,50500.0,16003.45,34496.55,0.6831,36,0.01573,1262.34,0.1744,Digital,2020,2,39,Empresário,7236.93,47.0,Própria,627.0,2,1,Não,1,0,,,,0.0
C001238,2024-04-01,103200.0,37203.6,65996.4,0.6395,48,0.01458,1921.31,0.167,Concessionária,2018,4,46,CLT,11501.91,21.0,Própria,989.0,1,1,Não,0,0,,,,0.0
C001239,2024-05-01,31900.0,5789.85,26110.15,0.8185,60,0.01681,694.26,0.2962,Concessionária,2015,7,46,Servidor público,2344.0,17.0,Financiada,548.0,2,2,Sim,0,0,,,,0.0
C001240,2022-03-01,39800.0,9770.9,30029.1,0.7545,60,0.01709,804.1,0.2141,Concessionária,2013,9,35,CLT,3756.19,38.0,Alugada,690.0,0,3,Não,4,0,,,,0.0
C001241,2022-02-01,22000.0,3962.2,18037.8,0.8199,36,0.01745,679.02,0.1107,Correspondente bancário,2018,4,47,CLT,6135.62,165.0,Alugada,693.0,0,2,Não,0,0,,,,0.0
C001242,2023-07-01,22000.0,11063.8,10936.2,0.4971,36,0.01628,403.85,0.1044,Correspondente bancário,2015,7,26,CLT,,6.0,Própria,724.0,0,0,Não,0,0,,,,0.0
C001243,2024-04-01,34100.0,3399.77,30700.23,0.9003,48,0.01511,903.94,0.2598,Concessionária,2016,6,28,CLT,3479.01,41.0,Alugada,547.0,1,2,Não,0,0,,,,0.0
C001244,2023-09-01,45400.0,13184.16,32215.84,0.7096,48,0.01678,982.68,0.1326,Correspondente bancário,2020,2,25,CLT,7408.93,64.0,Própria,893.0,0,0,Não,2,1,10.0,31908.99,0.593,18921.78
C001245,2024-06-01,41800.0,6265.82,35534.18,0.8501,48,0.01498,1043.37,0.2762,Concessionária,2014,8,33,CLT,3777.29,68.0,Própria,672.0,0,3,Não,0,0,,,,0.0
C001246,2023-09-01,28700.0,15056.02,13643.98,0.4754,24,0.01606,689.58,0.3283,Revenda multimarca,2017,5,26,Empresário,2100.71,62.0,Própria,529.0,1,2,Não,0,0,,,,0.0
C001247,2022-01-01,53100.0,16333.56,36766.44,0.6924,48,0.01741,1136.36,0.1126,Revenda multimarca,2021,1,37,CLT,,,Alugada,,0,0,Não,1,0,,,,0.0
C001248,2022-03-01,22000.0,5398.8,16601.2,0.7546,36,0.01793,629.86,0.2565,Correspondente bancário,2015,7,36,Empresário,,120.0,Familiar,467.0,2,1,Não,4,1,8.0,16769.14,0.88,14756.84
C001249,2024-08-01,57400.0,21444.64,35955.36,0.6264,36,0.01535,1307.46,0.2018,Concessionária,2019,3,47,Empresário,6480.16,46.0,Própria,597.0,1,1,Não,0,0,,,,0.0
C001250,2023-11-01,22000.0,6813.4,15186.6,0.6903,36,0.01816,578.35,0.3131,Revenda multimarca,2022,0,48,CLT,1847.28,19.0,Própria,644.0,2,0,Não,0,0,,,,0.0
C001251,2023-05-01,79000.0,50070.2,28929.8,0.3662,48,0.01775,900.51,0.1762,Revenda multimarca,2011,11,43,CLT,5111.03,59.0,Alugada,863.0,0,0,Não,0,0,,,,0.0
C001252,2022-11-01,25900.0,7197.61,18702.39,0.7221,36,0.01612,688.81,0.2008,Revenda multimarca,2022,0,55,CLT,3430.92,117.0,Própria,595.0,1,1,Não,0,0,,,,0.0
C001253,2023-04-01,38200.0,13167.54,25032.46,0.6553,48,0.01557,744.31,0.3187,Concessionária,2017,5,52,CLT,2335.41,,Própria,502.0,0,3,Sim,0,0,,,,0.0
C001254,2023-09-01,39600.0,13618.44,25981.56,0.6561,36,0.01467,934.14,0.3079,Digital,2020,2,43,CLT,3033.55,65.0,Própria,625.0,2,1,Não,1,0,,,,0.0
C001255,2024-02-01,43600.0,16293.32,27306.68,0.6263,36,0.0145,979.0,0.3394,Concessionária,2018,4,33,Empresário,2884.89,26.0,Alugada,663.0,0,2,Não,0,0,,,,0.0
C001256,2022-01-01,30100.0,7127.68,22972.32,0.7632,24,0.01566,1155.68,0.3694,Revenda multimarca,2020,2,22,CLT,3128.6,2.0,Própria,655.0,1,1,Não,0,0,,,,0.0
C001257,2024-06-01,58700.0,11264.53,47435.47,0.8081,48,0.01524,1400.57,0.1844,Concessionária,2021,1,33,Empresário,7594.69,59.0,Própria,747.0,1,0,Não,0,0,,,,0.0
C001258,2022-12-01,61200.0,7405.2,53794.8,0.879,48,0.0158,1607.34,0.2348,Digital,2020,2,44,CLT,6845.56,24.0,Própria,500.0,1,0,Não,5,0,,,,0.0
C001259,2022-05-01,58700.0,30929.03,27770.97,0.4731,60,0.01654,733.41,0.1965,Digital,2021,1,36,Empresário,3732.43,47.0,Alugada,561.0,1,0,Não,0,0,,,,0.0
C001260,2023-11-01,27900.0,1983.69,25916.31,0.9289,36,0.01399,921.26,0.3231,Concessionária,2015,7,41,Servidor público,2851.54,160.0,Própria,461.0,0,2,Não,0,0,,,,0.0
C001261,2024-03-01,49800.0,8585.52,41214.48,0.8276,36,0.01636,1523.96,0.1929,Correspondente bancário,2017,5,68,CLT,,26.0,Financiada,537.0,2,0,Não,0,0,,,,0.0
C001262,2023-10-01,53600.0,20823.6,32776.4,0.6115,24,0.01501,1636.52,0.3809,Digital,2020,2,44,CLT,4296.92,39.0,Financiada,709.0,1,1,Não,2,0,,,,0.0
C001263,2022-07-01,47500.0,18810.0,28690.0,0.604,24,0.01291,1397.8,0.2453,Concessionária,2020,2,47,CLT,5699.1,97.0,Própria,624.0,0,2,Não,0,0,,,,0.0
C001264,2023-11-01,29900.0,15380.56,14519.44,0.4856,24,0.01633,736.12,0.3264,Revenda multimarca,2011,11,30,Autônomo,2255.16,37.0,Própria,521.0,0,4,Não,0,0,,,,0.0
C001265,2022-04-01,36500.0,5383.75,31116.25,0.8525,60,0.01657,822.38,0.2136,Revenda multimarca,2021,1,25,Autônomo,3849.83,84.0,Financiada,560.0,0,0,Não,0,0,,,,0.0
C001266,2022-02-01,47000.0,11820.5,35179.5,0.7485,48,0.01468,1026.35,0.1506,Concessionária,2010,12,59,CLT,6814.06,65.0,Alugada,480.0,1,4,Sim,0,0,,,,0.0
C001267,2023-02-01,62500.0,14831.25,47668.75,0.7627,36,0.01607,1754.2,0.4204,Concessionária,2019,3,34,CLT,4172.7,48.0,Própria,774.0,0,0,Não,0,0,,,,0.0
C001268,2022-11-01,22100.0,4934.93,17165.07,0.7767,60,0.01745,463.79,0.1687,Correspondente bancário,2016,6,45,CLT,2749.64,15.0,Familiar,503.0,1,2,Não,0,0,,,,0.0
C001269,2024-08-01,74800.0,25776.08,49023.92,0.6554,60,0.01849,1359.23,0.2118,Revenda multimarca,2020,2,44,Servidor público,6418.44,30.0,Própria,638.0,1,1,Não,0,0,,,,0.0
C001270,2022-01-01,26700.0,4960.86,21739.14,0.8142,24,0.01564,1093.39,0.3104,Digital,2020,2,75,CLT,3522.61,128.0,Alugada,464.0,0,2,Não,0,0,,,,0.0
C001271,2022-11-01,29200.0,6996.32,22203.68,0.7604,48,0.01729,684.55,0.0764,Revenda multimarca,2019,3,54,Empresário,8962.94,11.0,Familiar,521.0,0,0,Não,0,0,,,,0.0
C001272,2023-02-01,39100.0,14642.95,24457.05,0.6255,24,0.01535,1225.97,0.2893,Digital,2019,3,30,CLT,4238.34,88.0,Alugada,769.0,0,2,Não,0,0,,,,0.0
C001273,2022-01-01,22000.0,3407.8,18592.2,0.8451,48,0.01828,585.12,0.1716,Revenda multimarca,2018,4,46,Servidor público,3410.12,124.0,Alugada,511.0,1,3,Não,0,0,,,,0.0
C001274,2024-11-01,79100.0,8392.51,70707.49,0.8939,24,0.01596,3569.49,0.2865,Revenda multimarca,2017,5,51,Servidor público,12458.14,,Alugada,776.0,0,0,Não,0,0,,,,0.0
C001275,2022-03-01,22000.0,5805.8,16194.2,0.7361,36,0.01685,603.65,0.1659,Correspondente bancário,2016,6,32,Autônomo,3638.15,,Própria,494.0,1,6,Não,0,0,,,,0.0
C001276,2022-02-01,76500.0,8896.95,67603.05,0.8837,48,0.0185,2137.25,0.4287,Revenda multimarca,2021,1,34,CLT,4985.0,28.0,Própria,565.0,2,2,Sim,4,1,7.0,70368.79,0.8,56295.03
C001277,2024-02-01,55800.0,18559.08,37240.92,0.6674,48,0.01627,1123.83,0.1512,Revenda multimarca,2020,2,72,Aposentado,7430.46,113.0,Própria,652.0,1,1,Não,0,0,,,,0.0
C001278,2023-04-01,22000.0,5295.4,16704.6,0.7593,48,0.01826,525.5,0.1209,Revenda multimarca,2014,8,29,CLT,4346.74,58.0,Financiada,460.0,0,0,Não,0,0,,,,0.0
C001279,2023-08-01,87100.0,28011.36,59088.64,0.6784,60,0.01751,1598.95,0.2009,Correspondente bancário,2013,9,39,Servidor público,7958.76,7.0,Alugada,631.0,1,4,Não,0,0,,,,0.0
C001280,2024-09-01,43400.0,13336.82,30063.18,0.6927,60,0.01603,783.76,0.3958,Digital,2011,11,33,Autônomo,1980.43,35.0,Financiada,597.0,0,2,Não,0,0,,,,0.0
C001281,2024-12-01,31800.0,8996.22,22803.78,0.7171,48,0.01632,688.88,0.2904,Correspondente bancário,2017,5,28,CLT,,,Financiada,588.0,1,1,Não,1,0,,,,0.0
C001282,2023-12-01,34100.0,4627.37,29472.63,0.8643,60,0.01679,783.27,0.0912,Revenda multimarca,2022,0,38,CLT,8588.4,91.0,Alugada,871.0,0,0,Não,0,0,,,,0.0
C001283,2022-06-01,29800.0,12772.28,17027.72,0.5714,48,0.01733,525.41,0.0734,Revenda multimarca,2018,4,40,Servidor público,7161.02,144.0,Própria,630.0,0,3,Não,0,0,,,,0.0
C001284,2023-10-01,28600.0,5657.08,22942.92,0.8022,48,0.01829,722.19,0.229,Digital,2019,3,47,CLT,3154.35,1.0,Própria,779.0,1,0,Não,0,0,,,,0.0
C001285,2022-10-01,22600.0,2743.64,19856.36,0.8786,36,0.01659,737.0,0.317,Revenda multimarca,2019,3,51,CLT,2324.69,120.0,Alugada,590.0,0,2,Não,2,0,,,,0.0
C001286,2024-06-01,59600.0,33542.88,26057.12,0.4372,24,0.01538,1306.63,0.2004,Correspondente bancário,2021,1,42,Servidor público,6519.73,54.0,Própria,597.0,0,2,Não,0,0,,,,0.0
C001287,2022-06-01,49000.0,16209.2,32790.8,0.6692,36,0.01416,1168.95,0.1609,Concessionária,2016,6,38,Autônomo,7265.92,86.0,Própria,667.0,0,2,Não,0,0,,,,0.0
C001288,2024-06-01,46400.0,7038.88,39361.12,0.8483,48,0.01696,1205.17,0.2309,Revenda multimarca,2021,1,54,CLT,5219.47,56.0,Financiada,657.0,1,1,Não,1,0,,,,0.0
C001289,2022-12-01,44300.0,5595.09,38704.91,0.8737,60,0.01823,1066.26,0.1573,Revenda multimarca,2017,5,75,Aposentado,6778.16,216.0,Alugada,797.0,0,1,Não,0,0,,,,0.0
C001290,2022-12-01,114300.0,37124.64,77175.36,0.6752,24,0.01514,3859.18,0.3766,Digital,2021,1,46,CLT,10247.47,,Financiada,660.0,0,2,Não,0,0,,,,0.0
C001291,2022-03-01,58800.0,7561.68,51238.32,0.8714,48,0.01549,1520.91,0.269,Revenda multimarca,2020,2,69,CLT,5653.58,17.0,Alugada,,0,5,Não,0,0,,,,0.0
C001292,2023-05-01,22500.0,6151.5,16348.5,0.7266,48,0.01595,490.03,0.1184,Correspondente bancário,2020,2,30,CLT,4137.11,57.0,Alugada,741.0,1,1,Não,0,0,,,,0.0
C001293,2022-10-01,22000.0,5572.6,16427.4,0.7467,48,0.01586,491.46,0.2618,Concessionária,2013,9,25,CLT,1877.07,,Familiar,588.0,1,3,Não,1,0,,,,0.0
C001294,2022-11-01,41000.0,4997.9,36002.1,0.8781,36,0.01737,1353.5,0.1307,Revenda multimarca,2020,2,42,Servidor público,10359.57,57.0,Alugada,617.0,1,1,Não,0,0,,,,0.0
C001295,2022-11-01,60200.0,3106.32,57093.68,0.9484,48,0.01438,1655.01,0.1103,Concessionária,2021,1,74,CLT,14999.65,12.0,Alugada,802.0,0,0,Não,1,1,6.0,59520.55,0.5619,33442.71
C001296,2023-09-01,35200.0,2031.04,33168.96,0.9423,48,0.01799,1037.62,0.3513,Revenda multimarca,2013,9,23,Autônomo,2953.53,12.0,Familiar,495.0,2,1,Não,2,1,11.0,32524.27,0.88,28621.36
C001297,2024-12-01,22000.0,7735.2,14264.8,0.6484,48,0.01588,426.94,0.2668,Revenda multimarca,2017,5,36,CLT,1600.0,35.0,Financiada,687.0,0,1,Não,0,0,,,,0.0
C001298,2023-02-01,81400.0,26666.64,54733.36,0.6724,36,0.01503,1979.73,0.2605,Concessionária,2021,1,45,Servidor público,7600.61,44.0,Financiada,544.0,1,3,Não,1,0,,,,0.0
C001299,2023-06-01,39500.0,16380.65,23119.35,0.5853,24,0.01748,1187.73,0.2955,Correspondente bancário,2015,7,29,CLT,4019.32,74.0,Alugada,582.0,1,1,Não,0,0,,,,0.0
C001300,2023-08-01,46200.0,15001.14,31198.86,0.6753,36,0.01548,1136.95,0.2684,Concessionária,2016,6,40,CLT,4236.03,67.0,Própria,614.0,1,3,Sim,1,0,,,,0.0
C001301,2022-02-01,43800.0,4419.42,39380.58,0.8991,60,0.01579,1020.43,0.3774,Correspondente bancário,2021,1,38,Autônomo,2703.55,,Familiar,519.0,2,3,Não,3,0,,,,0.0
C001302,2023-09-01,29200.0,12112.16,17087.84,0.5852,60,0.01642,449.91,0.1668,Concessionária,2020,2,56,CLT,2696.7,152.0,Alugada,611.0,1,0,Não,0,0,,,,0.0
C001303,2024-01-01,27400.0,7247.3,20152.7,0.7355,24,0.01504,1006.57,0.1553,Digital,2017,5,34,Empresário,6481.21,55.0,Familiar,576.0,0,1,Não,0,0,,,,0.0
C001304,2022-08-01,48800.0,9940.56,38859.44,0.7963,60,0.01824,1070.78,0.0873,Revenda multimarca,2016,6,30,CLT,12271.02,51.0,Familiar,536.0,2,0,Não,10,1,6.0,40965.9,0.7564,30985.49
C001305,2024-11-01,67200.0,23493.12,43706.88,0.6504,60,0.01806,1199.0,0.3458,Revenda multimarca,2019,3,35,CLT,3467.55,8.0,Financiada,664.0,0,1,Não,0,0,,,,0.0
C001306,2022-06-01,34800.0,9274.2,25525.8,0.7335,36,0.01742,960.43,0.3111,Revenda multimarca,2019,3,41,CLT,3086.91,21.0,Familiar,602.0,1,1,Não,5,1,7.0,26289.47,0.88,23134.74
C001307,2023-08-01,22000.0,9939.6,12060.4,0.5482,36,0.01738,453.49,0.0967,Revenda multimarca,2020,2,29,Servidor público,4687.27,132.0,Própria,529.0,2,4,Não,1,0,,,,0.0
C001308,2023-03-01,34400.0,5562.48,28837.52,0.8383,24,0.01491,1438.18,0.2518,Digital,2010,12,46,Servidor público,5710.75,87.0,Financiada,533.0,0,3,Não,0,0,,,,0.0
C001309,2022-06-01,22000.0,4538.6,17461.4,0.7937,60,0.01385,430.4,0.1964,Concessionária,2012,10,54,Autônomo,2191.82,28.0,Financiada,615.0,2,2,Não,0,0,,,,0.0
C001310,2022-01-01,34800.0,10245.12,24554.88,0.7056,48,0.0156,730.57,0.2622,Digital,2016,6,46,Autônomo,2786.69,86.0,Própria,538.0,0,1,Não,0,0,,,,0.0
C001311,2023-10-01,90300.0,28742.49,61557.51,0.6817,36,0.01563,2248.87,0.2796,Concessionária,2020,2,25,CLT,8042.29,84.0,Familiar,764.0,0,2,Não,1,0,,,,0.0
C001312,2022-10-01,32400.0,9347.4,23052.6,0.7115,36,0.01579,844.41,0.2581,Revenda multimarca,2018,4,32,Autônomo,3272.15,56.0,Própria,,0,0,Não,0,0,,,,0.0
C001313,2024-10-01,42800.0,8440.16,34359.84,0.8028,48,0.01583,1027.29,0.2374,Concessionária,2020,2,54,CLT,4327.19,17.0,Familiar,511.0,1,3,Sim,2,0,,,,0.0
C001314,2023-05-01,22000.0,13745.6,8254.4,0.3752,36,0.01367,291.85,0.125,Concessionária,2020,2,55,CLT,2335.13,85.0,Alugada,468.0,0,1,Sim,1,0,,,,0.0
C001315,2024-04-01,28800.0,10356.48,18443.52,0.6404,48,0.01532,545.49,0.1808,Digital,2019,3,35,CLT,3017.9,29.0,Própria,736.0,1,3,Não,0,0,,,,0.0
C001316,2022-03-01,28900.0,7103.62,21796.38,0.7542,48,0.01858,690.23,0.4314,Revenda multimarca,2010,12,55,Autônomo,1600.0,,Própria,528.0,0,2,Não,1,0,,,,0.0
C001317,2023-02-01,28500.0,8079.75,20420.25,0.7165,60,0.01698,545.29,0.1943,Revenda multimarca,2020,2,43,CLT,2806.1,147.0,Alugada,606.0,1,1,Não,0,0,,,,0.0
C001318,2022-01-01,72400.0,19605.92,52794.08,0.7292,48,0.01737,1630.38,0.2631,Revenda multimarca,2018,4,45,CLT,6196.1,99.0,Própria,739.0,0,2,Não,8,1,12.0,50800.48,0.5421,27537.47
C001319,2023-06-01,28100.0,1559.55,26540.45,0.9445,36,0.01444,950.58,0.247,Revenda multimarca,2014,8,32,CLT,3848.6,32.0,Própria,788.0,0,0,Não,0,0,,,,0.0
C001320,2023-05-01,49500.0,18067.5,31432.5,0.635,36,0.0153,1142.04,0.2013,Concessionária,2014,8,43,Empresário,5673.42,15.0,Familiar,738.0,2,0,Não,0,0,,,,0.0
C001321,2022-12-01,26500.0,10337.65,16162.35,0.6099,60,0.01579,418.8,0.1623,Revenda multimarca,2021,1,36,Autônomo,2580.76,36.0,Própria,549.0,0,3,Não,0,0,,,,0.0
C001322,2024-03-01,29100.0,10636.05,18463.95,0.6345,48,0.01679,563.32,0.1718,Revenda multimarca,2018,4,30,Servidor público,3278.46,140.0,Financiada,581.0,2,4,Não,0,0,,,,0.0
C001323,2023-02-01,46500.0,34875.0,11625.0,0.25,60,0.01787,317.41,0.0285,Revenda multimarca,2019,3,52,CLT,11151.26,147.0,Financiada,704.0,1,1,Não,0,0,,,,0.0
C001324,2023-12-01,38200.0,12682.4,25517.6,0.668,60,0.01699,681.58,0.1362,Revenda multimarca,2020,2,38,Empresário,5002.84,26.0,Própria,634.0,0,0,Não,5,0,,,,0.0
C001325,2022-03-01,22000.0,3927.0,18073.0,0.8215,60,0.01738,487.47,0.2531,Revenda multimarca,2018,4,36,Autônomo,1926.08,12.0,Financiada,643.0,1,1,Não,0,0,,,,0.0
C001326,2024-07-01,49100.0,9633.42,39466.58,0.8038,48,0.01636,1193.26,0.3676,Correspondente bancário,2015,7,37,CLT,3245.71,9.0,Familiar,595.0,1,1,Não,1,0,,,,0.0
C001327,2024-03-01,22000.0,3658.6,18341.4,0.8337,24,0.0149,914.61,0.2761,Concessionária,2014,8,32,Empresário,3312.87,92.0,Própria,638.0,1,3,Não,0,0,,,,0.0
C001328,2022-10-01,26300.0,8534.35,17765.65,0.6755,36,0.01489,641.1,0.0988,Concessionária,2021,1,41,Servidor público,,49.0,Própria,537.0,1,0,Não,1,0,,,,0.0
C001329,2024-07-01,41400.0,3949.56,37450.44,0.9046,24,0.01594,1890.15,0.4128,Revenda multimarca,2018,4,28,CLT,4579.25,60.0,Alugada,627.0,1,0,Não,0,0,,,,0.0
C001330,2022-05-01,48600.0,7202.52,41397.48,0.8518,48,0.01657,1257.18,0.111,Digital,2019,3,31,CLT,11327.49,43.0,Alugada,502.0,1,1,Sim,0,0,,,,0.0
C001331,2023-01-01,22000.0,4796.0,17204.0,0.782,36,0.01388,610.43,0.1284,Concessionária,2020,2,27,CLT,4753.26,86.0,Própria,744.0,1,3,Não,1,0,,,,0.0
C001332,2022-04-01,46800.0,9051.12,37748.88,0.8066,36,0.01596,1386.63,0.0995,Revenda multimarca,2021,1,26,CLT,13930.59,61.0,Própria,743.0,0,2,Não,2,0,,,,0.0
C001333,2024-05-01,67700.0,19633.0,48067.0,0.71,36,0.01644,1779.69,0.2356,Revenda multimarca,2018,4,50,CLT,7553.81,14.0,Familiar,626.0,1,3,Não,0,0,,,,0.0
C001334,2024-09-01,22000.0,2065.8,19934.2,0.9061,36,0.01427,711.94,0.4364,Concessionária,2020,2,48,CLT,1631.47,49.0,Alugada,578.0,1,2,Não,2,0,,,,0.0
C001335,2023-06-01,133400.0,12953.14,120446.86,0.9029,60,0.01644,3172.9,0.1747,Concessionária,2019,3,36,CLT,,52.0,Alugada,725.0,0,3,Sim,0,0,,,,0.0
C001336,2023-01-01,30600.0,1689.12,28910.88,0.9448,36,0.01465,1039.12,0.2709,Concessionária,2018,4,37,CLT,3835.84,7.0,Familiar,709.0,1,4,Sim,1,0,,,,0.0
C001337,2022-01-01,25400.0,3253.74,22146.26,0.8719,36,0.01569,809.87,0.296,Concessionária,2014,8,32,CLT,2736.02,67.0,Alugada,617.0,1,0,Não,0,0,,,,0.0
C001338,2024-12-01,28500.0,2978.25,25521.75,0.8955,48,0.01527,754.03,0.1248,Digital,2016,6,27,Autônomo,6040.11,47.0,Própria,683.0,0,0,Não,0,0,,,,0.0
C001339,2022-09-01,47300.0,5590.86,41709.14,0.8818,36,0.01778,1578.6,0.2351,Revenda multimarca,2018,4,25,CLT,6714.37,9.0,Familiar,518.0,0,0,Não,0,0,,,,0.0
C001340,2023-11-01,70400.0,19712.0,50688.0,0.72,36,0.01597,1862.23,0.2831,Correspondente bancário,2016,6,40,Autônomo,6577.71,35.0,Familiar,460.0,1,5,Não,0,0,,,,0.0
C001341,2023-12-01,37600.0,12456.88,25143.12,0.6687,60,0.01653,663.85,0.1839,Revenda multimarca,2016,6,35,CLT,3609.83,37.0,Alugada,746.0,0,1,Não,3,0,,,,0.0
C001342,2022-10-01,26100.0,4225.59,21874.41,0.8381,24,0.01549,1098.29,0.3786,Concessionária,2019,3,43,CLT,2900.62,3.0,Financiada,618.0,1,0,Não,0,0,,,,0.0
C001343,2023-05-01,45800.0,14165.94,31634.06,0.6907,48,0.01612,951.61,0.15,Digital,2018,4,48,CLT,6343.33,28.0,Alugada,663.0,1,1,Não,5,0,,,,0.0
C001344,2022-12-01,28100.0,5277.18,22822.82,0.8122,48,0.01726,703.19,0.3085,Revenda multimarca,2020,2,41,Autônomo,2279.72,74.0,Financiada,534.0,0,5,Não,0,0,,,,0.0
C001345,2023-01-01,55600.0,6988.92,48611.08,0.8743,48,0.01537,1439.25,0.1678,Concessionária,2022,0,65,Empresário,8577.85,25.0,Familiar,505.0,2,1,Não,0,0,,,,0.0
C001346,2024-06-01,81700.0,42157.2,39542.8,0.484,48,0.01431,1144.53,0.1691,Concessionária,2021,1,47,Autônomo,6768.54,21.0,Própria,767.0,0,2,Não,0,0,,,,0.0
C001347,2023-01-01,52500.0,3564.75,48935.25,0.9321,60,0.01696,1306.09,0.3307,Revenda multimarca,2018,4,43,CLT,,26.0,Própria,656.0,0,1,Não,1,0,,,,0.0
C001348,2022-05-01,28200.0,5876.88,22323.12,0.7916,36,0.01553,814.17,0.2474,Digital,2016,6,24,Autônomo,3291.4,27.0,Financiada,474.0,1,1,Não,0,0,,,,0.0
C001349,2022-09-01,62500.0,17331.25,45168.75,0.7227,60,0.01429,1126.16,0.3432,Concessionária,2016,6,51,CLT,,56.0,Própria,738.0,0,3,Não,0,0,,,,0.0
C001350,2022-01-01,37100.0,4129.23,32970.77,0.8887,60,0.01625,864.38,0.1156,Digital,2019,3,28,Empresário,,52.0,Própria,587.0,2,2,Não,1,0,,,,0.0
C001351,2023-07-01,71300.0,30295.37,41004.63,0.5751,36,0.01725,1538.54,0.2881,Revenda multimarca,2020,2,31,Servidor público,5340.44,,Financiada,661.0,1,0,Não,0,0,,,,0.0
C001352,2024-08-01,44400.0,17498.04,26901.96,0.6059,36,0.01474,968.36,0.3504,Concessionária,2019,3,32,CLT,2763.49,97.0,Própria,736.0,0,1,Não,0,0,,,,0.0
