id_contrato,pd
T001554,0.043778
T001555,0.024332
T001556,0.160928
T001557,0.057021
T001558,0.033413
T001559,0.022702
T001560,0.05628
T001561,0.037891
T001562,0.06615
T001563,0.045578
T001564,0.112967
T001565,0.073959
T001566,0.131857
T001567,0.039271
T001568,0.079188
T001569,0.132639
T001570,0.036238
T001571,0.322952
T001572,0.087244
T001573,0.051145
T001574,0.029018
T001575,0.099003
T001576,0.345238
T001577,0.051377
T001578,0.067985
T001579,0.162214
T001580,0.071369
T001581,0.032842
T001582,0.051298
T001583,0.141055
T001584,0.107694
T001585,0.305356
T001586,0.067206
T001587,0.035212
T001588,0.042174
T001589,0.039251
T001590,0.10436
T001591,0.057619
T001592,0.04543
T001593,0.050383
T001594,0.033272
T001595,0.020502
T001596,0.041453
T001597,0.061431
T001598,0.066001
T001599,0.034567
T001600,0.037292
T001601,0.054701
T001602,0.038672
T001603,0.039241
T001604,0.054487
T001605,0.058091
T001606,0.103174
T001607,0.1059
T001608,0.049397
T001609,0.097443
T001610,0.064442
T001611,0.035056
T001612,0.128498
T001613,0.050715
T001614,0.036904
T001615,0.084264
T001616,0.05137
T001617,0.107476
T001618,0.225532
T001619,0.048709
T001620,0.17522
T001621,0.055731
T001622,0.150308
T001623,0.029952
T001624,0.036937
T001625,0.030141
T001626,0.055939
T001627,0.234234
T001628,0.052975
T001629,0.069982
T001630,0.137132
T001631,0.451143
T001632,0.034959
T001633,0.05246
T001634,0.031891
T001635,0.040466
T001636,0.048035
T001637,0.027916
T001638,0.123274
T001639,0.047147
T001640,0.171105
T001641,0.035712
T001642,0.084222
T001643,0.04139
T001644,0.029723
T001645,0.058571
T001646,0.067277
T001647,0.048392
T001648,0.076323
T001649,0.065273
T001650,0.048636
T001651,0.294956
T001652,0.104585
T001653,0.197195
T001654,0.048068
T001655,0.046878
T001656,0.094838
T001657,0.035513
T001658,0.102578
T001659,0.04724
T001660,0.046983
T001661,0.035698
T001662,0.252435
T001663,0.051584
T001664,0.051247
T001665,0.16096
T001666,0.047925
T001667,0.046947
T001668,0.032611
T001669,0.076551
T001670,0.061678
T001671,0.063046
T001672,0.048872
T001673,0.025625
T001674,0.050088
T001675,0.044091
T001676,0.255104
T001677,0.026882
T001678,0.111907
T001679,0.03549
T001680,0.033536
T001681,0.095512
T001682,0.061032
T001683,0.03168
T001684,0.033265
T001685,0.038839
T001686,0.034933
T001687,0.068461
T001688,0.066872
T001689,0.193063
T001690,0.04045
T001691,0.044545
T001692,0.038391
T001693,0.051753
T001694,0.208189
T001695,0.051061
T001696,0.033512
T001697,0.280767
T001698,0.187321
T001699,0.065633
T001700,0.082978
T001701,0.03795
T001702,0.054861
T001703,0.039948
T001704,0.03203
T001705,0.0869
T001706,0.350297
T001707,0.04342
T001708,0.056498
T001709,0.069566
T001710,0.044913
T001711,0.198142
T001712,0.197207
T001713,0.133585
T001714,0.027908
T001715,0.10635
T001716,0.057859
T001717,0.030703
T001718,0.028339
T001719,0.225871
T001720,0.111866
T001721,0.039638
T001722,0.086736
T001723,0.027116
T001724,0.049165
T001725,0.125582
T001726,0.034654
T001727,0.036347
T001728,0.033885
T001729,0.070963
T001730,0.046932
T001731,0.025172
T001732,0.03709
T001733,0.040126
T001734,0.036886
T001735,0.028584
T001736,0.060006
T001737,0.299236
T001738,0.053079
T001739,0.043505
T001740,0.0758
T001741,0.053415
T001742,0.051236
T001743,0.066048
T001744,0.044657
T001745,0.040453
T001746,0.044026
T001747,0.049346
T001748,0.119555
T001749,0.066856
T001750,0.072772
T001751,0.060554
T001752,0.08757
T001753,0.051773
T001754,0.038777
T001755,0.088855
T001756,0.37809
T001757,0.320948
T001758,0.141309
T001759,0.07076
T001760,0.030435
T001761,0.046701
T001762,0.097104
T001763,0.032272
T001764,0.034081
T001765,0.126027
T001766,0.064343
T001767,0.030928
T001768,0.095666
T001769,0.039186
T001770,0.024491
T001771,0.027991
T001772,0.032627
T001773,0.29446
T001774,0.059996
T001775,0.085329
T001776,0.077151
T001777,0.039664
T001778,0.034576
T001779,0.048606
T001780,0.068995
T001781,0.067171
T001782,0.044371
T001783,0.068175
T001784,0.055652
T001785,0.482393
T001786,0.037643
T001787,0.080474
T001788,0.033414
T001789,0.056607
T001790,0.520054
T001791,0.026551
T001792,0.039352
T001793,0.035886
T001794,0.048669
T001795,0.040012
T001796,0.064365
T001797,0.068858
T001798,0.036784
T001799,0.053753
T001800,0.156107
T001801,0.046434
T001802,0.026407
T001803,0.064059
T001804,0.102191
T001805,0.060612
T001806,0.056961
T001807,0.066848
T001808,0.128149
T001809,0.160543
T001810,0.058238
T001811,0.036567
T001812,0.071902
T001813,0.044732
T001814,0.048199
T001815,0.149787
T001816,0.049699
T001817,0.060631
T001818,0.155735
T001819,0.052974
T001820,0.052001
T001821,0.03498
T001822,0.213732
T001823,0.042461
T001824,0.086081
T001825,0.031264
T001826,0.066008
T001827,0.241418
T001828,0.037344
T001829,0.038083
T001830,0.418052
T001831,0.060815
T001832,0.02897
T001833,0.042614
T001834,0.302934
T001835,0.170775
T001836,0.116881
T001837,0.022347
T001838,0.035047
T001839,0.078164
T001840,0.057334
T001841,0.057623
T001842,0.029061
T001843,0.034386
T001844,0.041278
T001845,0.049578
T001846,0.040436
T001847,0.201618
T001848,0.040986
T001849,0.035178
T001850,0.048804
T001851,0.042214
T001852,0.103669
T001853,0.141262
T001854,0.045847
T001855,0.041392
T001856,0.129076
T001857,0.03533
T001858,0.045066
T001859,0.03578
T001860,0.035924
T001861,0.078063
T001862,0.034109
T001863,0.06979
T001864,0.093195
T001865,0.054945
T001866,0.043068
T001867,0.040201
T001868,0.038198
T001869,0.038712
T001870,0.027261
T001871,0.04529
T001872,0.031644
T001873,0.062388
T001874,0.04752
T001875,0.055273
T001876,0.079562
T001877,0.052283
T001878,0.078914
T001879,0.036396
T001880,0.029772
T001881,0.047953
T001882,0.293446
T001883,0.119469
T001884,0.061266
T001885,0.070203
T001886,0.044392
T001887,0.026502
T001888,0.049482
T001889,0.057331
T001890,0.197422
T001891,0.16558
T001892,0.033028
T001893,0.26069
T001894,0.033719
T001895,0.027364
T001896,0.046451
T001897,0.045244
T001898,0.050851
T001899,0.052427
T001900,0.035224
T001901,0.030872
T001902,0.039929
T001903,0.056477
T001904,0.096942
T001905,0.04548
T001906,0.050569
T001907,0.029351
T001908,0.147325
T001909,0.060834
T001910,0.058801
T001911,0.749055
T001912,0.072651
T001913,0.034926
T001914,0.038281
T001915,0.038281
T001916,0.050084
T001917,0.053042
T001918,0.025014
T001919,0.054693
T001920,0.066849
T001921,0.029462
T001922,0.034411
T001923,0.043619
T001924,0.049071
T001925,0.200389
T001926,0.046303
T001927,0.056846
T001928,0.044408
T001929,0.076471
T001930,0.039168
T001931,0.038277
T001932,0.044434
T001933,0.059419
T001934,0.077404
T001935,0.035269
T001936,0.387485
T001937,0.031934
T001938,0.031278
T001939,0.067711
T001940,0.035962
T001941,0.064394
T001942,0.205235
T001943,0.029801
T001944,0.071029
T001945,0.078296
T001946,0.046744
T001947,0.037803
T001948,0.031878
T001949,0.067338
T001950,0.026805
T001951,0.030217
T001952,0.247815
T001953,0.038568
T001954,0.035375
T001955,0.165292
T001956,0.035041
T001957,0.081227
T001958,0.050938
T001959,0.08132
T001960,0.04881
T001961,0.284808
T001962,0.077335
T001963,0.060038
T001964,0.032643
T001965,0.068216
T001966,0.037795
T001967,0.085253
T001968,0.04889
T001969,0.05173
T001970,0.246472
T001971,0.12909
T001972,0.049055
T001973,0.073343
T001974,0.100211
T001975,0.064546
T001976,0.087395
T001977,0.046685
T001978,0.030455
T001979,0.041134
T001980,0.056024
T001981,0.052721
T001982,0.063541
T001983,0.116148
T001984,0.049883
T001985,0.035729
T001986,0.087178
T001987,0.034268
T001988,0.073893
T001989,0.062728
T001990,0.050919
T001991,0.290936
T001992,0.037845
T001993,0.0341
T001994,0.107605
T001995,0.035651
T001996,0.049358
T001997,0.086377
T001998,0.085231
T001999,0.068611
T002000,0.055375
T002001,0.094591
T002002,0.030537
T002003,0.044429
T002004,0.326795
T002005,0.043019
T002006,0.065741
T002007,0.060156
T002008,0.184542
T002009,0.195254
T002010,0.03648
T002011,0.053837
T002012,0.095897
T002013,0.067055
T002014,0.059564
T002015,0.052182
T002016,0.239815
T002017,0.06868
T002018,0.039578
T002019,0.044676
T002020,0.403783
T002021,0.024471
T002022,0.041326
T002023,0.031771
T002024,0.045568
T002025,0.047658
T002026,0.06935
T002027,0.043277
T002028,0.181368
T002029,0.03799
T002030,0.061854
T002031,0.044374
T002032,0.15241
T002033,0.036253
T002034,0.047486
T002035,0.089888
T002036,0.032644
T002037,0.192729
T002038,0.0477
T002039,0.041031
T002040,0.04784
T002041,0.041431
T002042,0.11435
T002043,0.058965
T002044,0.032003
T002045,0.049964
T002046,0.034609
T002047,0.043981
T002048,0.051073
T002049,0.041496
T002050,0.023424
T002051,0.119207
T002052,0.029746
T002053,0.054716
T002054,0.041564
T002055,0.123531
T002056,0.166126
T002057,0.053629
T002058,0.041558
T002059,0.101814
T002060,0.041282
T002061,0.046527
T002062,0.093445
T002063,0.038254
T002064,0.044692
T002065,0.036254
T002066,0.058958
T002067,0.03395
T002068,0.258126
T002069,0.043905
T002070,0.196427
T002071,0.033658
T002072,0.206251
T002073,0.029947
T002074,0.035405
T002075,0.045992
T002076,0.053608
T002077,0.037598
T002078,0.035324
T002079,0.051125
T002080,0.020978
T002081,0.034144
T002082,0.057189
T002083,0.085298
T002084,0.054994
T002085,0.143552
T002086,0.025418
T002087,0.133522
T002088,0.077593
T002089,0.066615
T002090,0.062932
T002091,0.035675
T002092,0.075992
T002093,0.054957
T002094,0.060661
T002095,0.053201
T002096,0.029049
T002097,0.068291
T002098,0.09998
T002099,0.22967
T002100,0.041026
T002101,0.078595
T002102,0.031408
T002103,0.576578
T002104,0.036828
T002105,0.105881
T002106,0.196336
T002107,0.157806
T002108,0.035162
T002109,0.034607
T002110,0.041822
T002111,0.116139
T002112,0.030804
T002113,0.110853
T002114,0.040089
T002115,0.319918
T002116,0.047243
T002117,0.447657
T002118,0.036671
T002119,0.196989
T002120,0.034375
T002121,0.060952
T002122,0.055991
T002123,0.121792
T002124,0.047791
T002125,0.056704
T002126,0.283746
T002127,0.140034
T002128,0.056965
T002129,0.051192
T002130,0.042866
T002131,0.146867
T002132,0.023205
T002133,0.069231
T002134,0.067682
T002135,0.027305
T002136,0.105311
T002137,0.047304
T002138,0.172301
T002139,0.030188
T002140,0.040729
T002141,0.03181
T002142,0.032737
T002143,0.048277
T002144,0.160902
T002145,0.101923
T002146,0.037839
T002147,0.047926
T002148,0.04268
T002149,0.04513
T002150,0.065524
T002151,0.035497
T002152,0.048981
T002153,0.308285
T002154,0.098676
T002155,0.060001
T002156,0.034219
T002157,0.103651
T002158,0.066439
T002159,0.04385
T002160,0.042346
T002161,0.274237
T002162,0.038359
T002163,0.060152
T002164,0.058508
T002165,0.026186
T002166,0.05422
T002167,0.03418
T002168,0.124088
T002169,0.048104
T002170,0.047418
T002171,0.03808
T002172,0.101645
T002173,0.036516
T002174,0.066082
T002175,0.034239
T002176,0.127667
T002177,0.038577
T002178,0.057109
T002179,0.101309
T002180,0.144351
T002181,0.075629
T002182,0.145732
T002183,0.025105
T002184,0.070044
T002185,0.079097
T002186,0.121954
T002187,0.062058
T002188,0.035951
T002189,0.062766
T002190,0.041683
T002191,0.032869
T002192,0.049186
T002193,0.066365
T002194,0.037441
T002195,0.079062
T002196,0.056877
T002197,0.062744
T002198,0.098476
T002199,0.044361
T002200,0.215144
T002201,0.070901
T002202,0.094812
T002203,0.134999
T002204,0.122446
T002205,0.01984
T002206,0.095937
T002207,0.126032
T002208,0.066534
T002209,0.115725
T002210,0.024023
T002211,0.315279
T002212,0.045128
T002213,0.032107
T002214,0.045419
T002215,0.084308
T002216,0.040236
T002217,0.034105
T002218,0.061985
T002219,0.060547
T002220,0.075507
T002221,0.16159
T002222,0.176204
T002223,0.094187
T002224,0.0335
T002225,0.038292
T002226,0.040903
T002227,0.038032
T002228,0.026562
T002229,0.054643
T002230,0.275656
T002231,0.077293
T002232,0.196104
T002233,0.176845
T002234,0.040295
T002235,0.030871
T002236,0.143509
T002237,0.043461
T002238,0.041361
T002239,0.047123
T002240,0.093394
T002241,0.098049
T002242,0.060012
T002243,0.09741
T002244,0.04969
T002245,0.0274
T002246,0.253103
T002247,0.088434
T002248,0.200773
T002249,0.10232
T002250,0.036439
T002251,0.037379
T002252,0.065364
T002253,0.0343
T002254,0.0552
T002255,0.061744
T002256,0.425151
T002257,0.042082
T002258,0.028722
T002259,0.040861
T002260,0.089151
T002261,0.091965
T002262,0.045745
T002263,0.033871
T002264,0.108726
T002265,0.080695
T002266,0.152564
T002267,0.057738
T002268,0.024095
T002269,0.094289
T002270,0.116913
T002271,0.044565
T002272,0.029997
T002273,0.063314
T002274,0.056127
T002275,0.040855
T002276,0.126479
T002277,0.066235
T002278,0.024531
T002279,0.097631
T002280,0.091323
T002281,0.090019
T002282,0.037308
T002283,0.14272
T002284,0.047289
T002285,0.236384
T002286,0.033646
T002287,0.08835
T002288,0.065268
T002289,0.037309
T002290,0.101325
T002291,0.25758
T002292,0.043061
T002293,0.034948
T002294,0.026515
T002295,0.037244
T002296,0.042566
T002297,0.047209
T002298,0.043124
T002299,0.097947
T002300,0.029218
T002301,0.109278
T002302,0.172609
T002303,0.097255
T002304,0.0305
T002305,0.066426
T002306,0.051531
T002307,0.408079
T002308,0.064365
T002309,0.094083
T002310,0.048787
T002311,0.061914
T002312,0.236675
T002313,0.0707
T002314,0.05695
T002315,0.046542
T002316,0.407709
T002317,0.03884
T002318,0.137296
T002319,0.351412
T002320,0.089942
T002321,0.027699
T002322,0.089574
T002323,0.036237
T002324,0.023767
T002325,0.066387
T002326,0.027348
T002327,0.080298
T002328,0.023317
T002329,0.051535
T002330,0.062863
T002331,0.627353
T002332,0.06521
T002333,0.061363
T002334,0.052323
T002335,0.116878
T002336,0.033402
T002337,0.033
T002338,0.035792
T002339,0.208194
T002340,0.035237
T002341,0.05046
T002342,0.02622
T002343,0.042366
T002344,0.039929
T002345,0.035181
T002346,0.056533
T002347,0.214802
T002348,0.070043
T002349,0.043838
T002350,0.056983
T002351,0.099387
T002352,0.042881
T002353,0.04895
T002354,0.045945
T002355,0.054627
T002356,0.044804
T002357,0.040162
T002358,0.041008
T002359,0.034871
T002360,0.083938
T002361,0.201881
T002362,0.039492
T002363,0.068947
T002364,0.130554
T002365,0.06568
T002366,0.044467
T002367,0.131583
T002368,0.027559
T002369,0.038466
T002370,0.027043
T002371,0.037879
T002372,0.280862
T002373,0.033168
T002374,0.179567
T002375,0.067069
T002376,0.049839
T002377,0.071062
T002378,0.429734
T002379,0.041247
T002380,0.030877
T002381,0.041017
T002382,0.034937
T002383,0.037072
T002384,0.340163
T002385,0.07355
T002386,0.023607
T002387,0.042828
T002388,0.04167
T002389,0.032792
T002390,0.034445
T002391,0.170989
T002392,0.028982
T002393,0.042804
T002394,0.112312
T002395,0.0469
T002396,0.026883
T002397,0.084318
T002398,0.040978
T002399,0.077976
T002400,0.02635
T002401,0.030301
T002402,0.185562
T002403,0.045315
T002404,0.037247
T002405,0.06318
T002406,0.055281
T002407,0.075882
T002408,0.045237
T002409,0.036463
T002410,0.02709
T002411,0.042225
T002412,0.05511
T002413,0.03012
T002414,0.066583
T002415,0.052931
T002416,0.251003
T002417,0.024111
T002418,0.03138
T002419,0.049249
T002420,0.024588
T002421,0.029075
T002422,0.102735
T002423,0.042921
T002424,0.046532
T002425,0.042119
T002426,0.050138
T002427,0.046694
T002428,0.023711
T002429,0.084226
T002430,0.063955
T002431,0.038484
T002432,0.031917
T002433,0.108904
T002434,0.146629
T002435,0.029174
T002436,0.048957
T002437,0.0287
T002438,0.024653
T002439,0.044559
T002440,0.286477
T002441,0.058282
T002442,0.262675
T002443,0.035724
T002444,0.075176
T002445,0.069529
T002446,0.049603
T002447,0.135957
T002448,0.148209
T002449,0.039463
T002450,0.063968
T002451,0.116478
T002452,0.031453
T002453,0.061856
T002454,0.127941
T002455,0.043645
T002456,0.04136
T002457,0.064757
T002458,0.053909
T002459,0.048719
T002460,0.04146
T002461,0.09608
T002462,0.07497
T002463,0.055526
T002464,0.116743
T002465,0.071616
T002466,0.120944
T002467,0.040838
T002468,0.038927
T002469,0.034984
T002470,0.037296
T002471,0.030104
T002472,0.095475
T002473,0.08846
T002474,0.078044
T002475,0.121496
T002476,0.251999
T002477,0.136445
T002478,0.036879
T002479,0.045368
T002480,0.050703
T002481,0.03848
T002482,0.050624
T002483,0.020765
T002484,0.052186
T002485,0.02664
T002486,0.029377
T002487,0.099866
T002488,0.121234
T002489,0.037965
T002490,0.027343
T002491,0.146383
T002492,0.048073
T002493,0.030912
T002494,0.040028
T002495,0.045376
T002496,0.044833
T002497,0.066482
T002498,0.107033
T002499,0.032642
T002500,0.132232
T002501,0.098334
T002502,0.040362
T002503,0.02545
T002504,0.388048
T002505,0.026927
T002506,0.03355
T002507,0.23757
T002508,0.038776
T002509,0.043308
T002510,0.068134
T002511,0.076027
T002512,0.026926
T002513,0.071967
T002514,0.038137
T002515,0.034533
T002516,0.024641
T002517,0.068733
T002518,0.030794
T002519,0.044582
T002520,0.088928
T002521,0.196989
T002522,0.079629
T002523,0.040976
T002524,0.220331
T002525,0.031563
T002526,0.074952
T002527,0.055416
T002528,0.047531
T002529,0.032891
T002530,0.109224
T002531,0.154261
T002532,0.063722
T002533,0.232903
T002534,0.034258
T002535,0.149848
T002536,0.039308
T002537,0.066553
T002538,0.060125
T002539,0.022185
T002540,0.080875
T002541,0.031613
T002542,0.050431
T002543,0.06324
T002544,0.043071
T002545,0.045611
T002546,0.065379
T002547,0.075646
T002548,0.27305
T002549,0.050324
T002550,0.065567
T002551,0.080198
T002552,0.06426
T002553,0.03022
T002554,0.090784
T002555,0.199745
T002556,0.058329
T002557,0.119547
T002558,0.041182
T002559,0.031421
T002560,0.072837
T002561,0.297341
T002562,0.20649
T002563,0.128249
T002564,0.063914
T002565,0.037393
T002566,0.036641
T002567,0.034565
T002568,0.072618
T002569,0.173388
T002570,0.153288
T002571,0.050383
T002572,0.041645
T002573,0.039505
T002574,0.035011
T002575,0.034334
T002576,0.056987
T002577,0.070172
T002578,0.071027
T002579,0.037722
T002580,0.03676
T002581,0.229807
T002582,0.065994
T002583,0.069961
T002584,0.058402
T002585,0.053919
T002586,0.050648
T002587,0.0384
T002588,0.023786
T002589,0.20649
T002590,0.063297
T002591,0.065047
T002592,0.027039
T002593,0.042232
T002594,0.042647
T002595,0.046202
T002596,0.095406
T002597,0.032574
T002598,0.022477
T002599,0.077527
T002600,0.031872
T002601,0.044553
T002602,0.029328
T002603,0.043405
T002604,0.056964
T002605,0.035058
T002606,0.057367
T002607,0.128892
T002608,0.033581
T002609,0.055365
T002610,0.03647
T002611,0.037425
T002612,0.1604
T002613,0.034716
T002614,0.055477
T002615,0.054393
T002616,0.060092
T002617,0.122945
T002618,0.169337
T002619,0.088349
T002620,0.030763
T002621,0.035495
T002622,0.038187
T002623,0.039019
T002624,0.030219
T002625,0.082867
T002626,0.062061
T002627,0.034049
T002628,0.030812
T002629,0.061693
T002630,0.077094
T002631,0.029688
T002632,0.033749
T002633,0.033859
T002634,0.024633
T002635,0.033026
T002636,0.3138
T002637,0.061828
T002638,0.050493
T002639,0.188608
T002640,0.13741
T002641,0.217527
T002642,0.064964
T002643,0.040873
T002644,0.45902
T002645,0.033277
T002646,0.040671
T002647,0.03141
T002648,0.193327
T002649,0.028473
T002650,0.051155
T002651,0.169911
T002652,0.058875
T002653,0.050329
T002654,0.039616
T002655,0.036091
T002656,0.113145
T002657,0.025144
T002658,0.067467
T002659,0.0521
T002660,0.116675
T002661,0.08551
T002662,0.042026
T002663,0.027424
T002664,0.048079
T002665,0.039901
T002666,0.047249
T002667,0.048237
T002668,0.110599
T002669,0.022605
T002670,0.038893
T002671,0.092912
T002672,0.056164
T002673,0.177697
T002674,0.039309
T002675,0.043434
T002676,0.157825
T002677,0.077828
T002678,0.059629
T002679,0.030069
T002680,0.037334
T002681,0.093001
T002682,0.051479
T002683,0.042225
T002684,0.033895
T002685,0.105051
T002686,0.061847
T002687,0.03006
T002688,0.062807
T002689,0.042614
T002690,0.065463
T002691,0.046646
T002692,0.040514
T002693,0.082223
T002694,0.034855
T002695,0.025942
T002696,0.11024
T002697,0.027998
T002698,0.378897
T002699,0.036575
T002700,0.365006
T002701,0.130412
T002702,0.03324
T002703,0.661503
T002704,0.035656
T002705,0.074207
T002706,0.023899
T002707,0.024087
T002708,0.05949
T002709,0.066893
T002710,0.084885
T002711,0.081117
T002712,0.084006
T002713,0.032014
T002714,0.031926
T002715,0.199059
T002716,0.025244
T002717,0.022978
T002718,0.030882
T002719,0.046766
T002720,0.027782
T002721,0.043656
T002722,0.038412
T002723,0.024939
T002724,0.030494
T002725,0.068517
T002726,0.137549
T002727,0.023413
T002728,0.032061
T002729,0.079685
T002730,0.779117
T002731,0.086585
T002732,0.161153
T002733,0.233389
T002734,0.03845
T002735,0.021106
T002736,0.052451
T002737,0.03648
T002738,0.035717
T002739,0.026046
T002740,0.049667
T002741,0.04972
T002742,0.03731
T002743,0.063093
T002744,0.062121
T002745,0.034722
T002746,0.070513
T002747,0.109964
T002748,0.031621
T002749,0.052067
T002750,0.039851
T002751,0.072322
T002752,0.022456
T002753,0.084622
T002754,0.032545
T002755,0.044279
T002756,0.058176
T002757,0.114192
T002758,0.037193
T002759,0.212315
T002760,0.075881
T002761,0.069708
T002762,0.050244
T002763,0.114039
T002764,0.048435
T002765,0.065453
T002766,0.047544
T002767,0.057648
T002768,0.035774
T002769,0.03539
T002770,0.286596
T002771,0.262919
T002772,0.055986
T002773,0.219736
T002774,0.053517
T002775,0.026034
T002776,0.087799
T002777,0.051716
T002778,0.055845
T002779,0.187439
T002780,0.044163
T002781,0.093344
T002782,0.048276
T002783,0.087311
T002784,0.033474
T002785,0.035592
T002786,0.056938
T002787,0.028073
T002788,0.063244
T002789,0.054768
T002790,0.030877
T002791,0.037745
T002792,0.318395
T002793,0.048275
T002794,0.034988
T002795,0.036425
T002796,0.048965
T002797,0.030087
T002798,0.100758
T002799,0.040601
T002800,0.048676
T002801,0.215588
T002802,0.053617
T002803,0.059947
T002804,0.056643
T002805,0.044007
T002806,0.076751
T002807,0.036897
T002808,0.060926
T002809,0.041391
T002810,0.043492
T002811,0.052609
T002812,0.057606
T002813,0.062543
T002814,0.219238
T002815,0.038702
T002816,0.032047
T002817,0.139385
T002818,0.038465
T002819,0.070336
T002820,0.047741
T002821,0.11147
T002822,0.0633
T002823,0.077536
T002824,0.054322
T002825,0.046929
T002826,0.123631
T002827,0.118663
T002828,0.035233
T002829,0.20588
T002830,0.031075
T002831,0.216078
T002832,0.040211
T002833,0.084321
T002834,0.426767
T002835,0.04932
T002836,0.025284
T002837,0.048551
T002838,0.03907
T002839,0.079017
T002840,0.04291
T002841,0.037936
T002842,0.055346
T002843,0.032458
T002844,0.04255
T002845,0.310766
T002846,0.033996
T002847,0.055945
T002848,0.087177
T002849,0.036435
T002850,0.045842
T002851,0.049133
T002852,0.059028
T002853,0.028427
T002854,0.057827
T002855,0.064678
T002856,0.038145
T002857,0.141863
T002858,0.214116
T002859,0.030103
T002860,0.025013
T002861,0.047647
T002862,0.037513
T002863,0.030719
T002864,0.485531
T002865,0.291689
T002866,0.07431
T002867,0.09383
T002868,0.028445
T002869,0.075787
T002870,0.060036
T002871,0.200141
T002872,0.090887
T002873,0.045481
T002874,0.067954
T002875,0.072374
T002876,0.070832
T002877,0.041025
T002878,0.127311
T002879,0.052486
T002880,0.080651
T002881,0.038979
T002882,0.233246
T002883,0.051937
T002884,0.046017
T002885,0.031721
T002886,0.056669
T002887,0.085002
T002888,0.041378
T002889,0.063364
T002890,0.066134
T002891,0.059334
T002892,0.05231
T002893,0.029997
T002894,0.033998
T002895,0.305937
T002896,0.036852
T002897,0.054303
T002898,0.037294
T002899,0.069345
T002900,0.033582
T002901,0.233172
T002902,0.116426
T002903,0.039922
T002904,0.052042
T002905,0.086187
T002906,0.039929
T002907,0.058565
T002908,0.040608
T002909,0.040432
T002910,0.034313
T002911,0.043211
T002912,0.07592
T002913,0.421401
T002914,0.029753
T002915,0.403344
T002916,0.029413
T002917,0.182244
T002918,0.072865
T002919,0.043571
T002920,0.056339
T002921,0.166684
T002922,0.033535
T002923,0.03956
T002924,0.067628
T002925,0.120303
T002926,0.030741
T002927,0.100349
T002928,0.099001
T002929,0.227248
T002930,0.038657
T002931,0.070279
T002932,0.118447
T002933,0.08706
T002934,0.079036
T002935,0.070292
T002936,0.046589
T002937,0.024343
T002938,0.036913
T002939,0.044041
T002940,0.044335
T002941,0.062368
T002942,0.173687
T002943,0.050126
T002944,0.046713
T002945,0.050048
T002946,0.082642
T002947,0.051564
T002948,0.057162
T002949,0.053437
T002950,0.050271
T002951,0.043572
T002952,0.040518
T002953,0.025291
T002954,0.065748
T002955,0.037102
T002956,0.035737
T002957,0.091869
T002958,0.096173
T002959,0.0538
T002960,0.042642
T002961,0.077213
T002962,0.027052
T002963,0.035135
T002964,0.040135
T002965,0.025167
T002966,0.272738
T002967,0.037869
T002968,0.069174
T002969,0.16715
T002970,0.177064
T002971,0.088978
T002972,0.042602
T002973,0.032545
T002974,0.04513
T002975,0.042129
T002976,0.037082
T002977,0.043142
T002978,0.046613
T002979,0.059773
T002980,0.026337
T002981,0.042771
T002982,0.110322
T002983,0.029846
T002984,0.061253
T002985,0.132017
T002986,0.087174
T002987,0.069684
T002988,0.037106
T002989,0.042501
T002990,0.027192
T002991,0.106395
T002992,0.05253
T002993,0.031565
T002994,0.043285
T002995,0.052395
T002996,0.029762
T002997,0.043854
T002998,0.0738
T002999,0.046131
T003000,0.047533
