id_proposta,faixa,valor_financiado,pd,fator_ead,ead,lgd,perda_esperada,perda_pct
P000966,4,24400.22,0.115595,0.995,24278.2189,0.532587,1494.668064,0.061256
P000967,3,29206.8,0.166021,1.038,30316.6584,0.600587,3022.880394,0.103499
P000968,1,50766.3,0.388662,1.015,51527.7945,0.667587,13369.677924,0.263357
P000969,10,65092.43,0.025077,0.995,64766.96785,0.611587,993.297287,0.01526
P000970,10,32101.84,0.027717,1.024,32872.28416,0.427587,389.584322,0.012136
P000971,1,17140.2,0.44445,1.041,17842.9482,0.640587,5080.039142,0.296382
P000972,2,19005.8,0.266287,1.04,19766.032,0.588587,3097.985209,0.163002
P000973,8,24375.6,0.047733,1.037,25277.4972,0.586587,707.762788,0.029036
P000974,10,45990.86,0.029982,0.98,45071.0428,0.427587,577.801028,0.012563
P000975,1,25801.3,0.433814,1.015,26188.3195,0.763587,8675.002536,0.336223
P000976,8,43596.65,0.050958,1.013,44163.40645,0.763587,1718.424512,0.039416
P000977,10,33551.58,0.026865,1.032,34625.23056,0.611587,568.903659,0.016956
P000978,6,64359.49,0.083042,1.027,66097.19623,0.751587,4125.360482,0.064099
P000979,7,40602.84,0.054565,1.015,41211.8826,0.684587,1539.443316,0.037915
P000980,4,21429.66,0.112666,1.04,22286.8464,0.588587,1477.91815,0.068966
P000981,7,18004.17,0.064247,1.015,18274.23255,0.558587,655.813507,0.036426
P000982,6,19263.75,0.080263,1.021,19668.28875,0.348587,550.291146,0.028566
P000983,10,53767.42,0.029498,1.024,55057.83808,0.599587,973.784128,0.018111
P000984,8,41679.6,0.048151,0.98,40846.008,0.599587,1179.248358,0.028293
P000985,5,24409.44,0.085328,1.013,24726.76272,0.684587,1444.405692,0.059174
P000986,6,87828.66,0.074488,1.041,91429.63506,0.532587,3627.128491,0.041298
P000987,8,55261.44,0.046128,1.015,56090.3616,0.667587,1727.282962,0.031257
P000988,5,16118.16,0.095178,1.04,16762.8864,0.599587,956.616764,0.05935
P000989,10,61965.54,0.030411,1.032,63948.43728,0.611587,1189.358965,0.019194
P000990,3,21324.6,0.156072,1.002,21367.2492,0.841587,2806.543668,0.131611
P000991,6,17520.8,0.081769,1.032,18081.4656,0.640587,947.112962,0.054056
P000992,9,10069.4,0.042442,1.021,10280.8574,0.857587,374.200233,0.037162
P000993,6,63728.4,0.071257,1.027,65449.0668,0.679587,3169.369281,0.049732
P000994,8,35168.29,0.045416,1.015,35695.81435,0.763587,1237.906249,0.0352
P000995,10,28269.4,0.031635,1.04,29400.176,0.599587,557.656092,0.019726
P000996,10,23270.52,0.032683,1.027,23898.82404,0.637587,498.006491,0.021401
P000997,3,32206.92,0.193198,1.038,33430.78296,0.600587,3879.040506,0.120441
P000998,2,29148.62,0.213804,1.002,29206.91724,0.751587,4693.321767,0.161014
P000999,7,27881.45,0.061573,1.04,28996.708,0.763587,1363.324647,0.048897
P001000,2,14751.84,0.245294,1.024,15105.88416,0.520587,1928.975905,0.130762
P001001,5,31465.0,0.103995,1.013,31874.045,0.763587,2531.084983,0.080441
P001002,2,20889.18,0.297736,1.042,21766.52556,0.672587,4358.819113,0.208664
P001003,7,32395.42,0.057641,1.027,33270.09634,0.600587,1151.750903,0.035553
P001004,2,19263.72,0.297337,1.015,19552.6758,0.822587,4782.29303,0.248254
P001005,10,43257.6,0.031777,1.041,45031.1616,0.719587,1029.68049,0.023803
P001006,6,18924.99,0.076707,1.04,19681.9896,0.599587,905.224454,0.047832
P001007,3,21163.2,0.200444,1.015,21480.648,0.684587,2947.604364,0.13928
P001008,3,20020.0,0.185216,1.038,20780.76,0.762587,2935.146334,0.146611
P001009,7,33014.4,0.061833,1.003,33113.4432,0.637587,1305.456069,0.039542
P001010,9,16177.53,0.04161,1.003,16226.06259,0.558587,377.143219,0.023313
P001011,2,47938.25,0.218016,1.04,49855.78,0.901587,9799.673763,0.204423
P001012,10,44827.92,0.035409,1.04,46621.0368,0.763587,1260.546531,0.02812
P001013,10,24406.76,0.029778,1.042,25431.84392,0.679587,514.657348,0.021087
P001014,2,19509.6,0.280582,1.032,20133.9072,0.832587,4703.453847,0.241084
P001015,8,26761.65,0.047784,1.02,27296.883,0.719587,938.593183,0.035072
P001016,7,116805.0,0.058072,1.038,121243.59,0.679587,4784.894555,0.040965
P001017,1,20779.0,0.366761,1.038,21568.602,0.672587,5320.510941,0.256052
P001018,5,20820.8,0.101575,1.038,21611.9904,0.762587,1674.056419,0.080403
P001019,1,15270.2,0.321886,1.037,15835.1974,0.586587,2989.907902,0.1958
P001020,10,67796.63,0.027933,1.027,69627.13901,0.679587,1321.716549,0.019495
P001021,4,18485.1,0.122771,1.024,18928.7424,0.427587,993.66909,0.053755
P001022,3,92101.78,0.167507,1.042,95970.05476,0.751587,12082.271016,0.131184
P001023,3,26467.94,0.171411,1.04,27526.6576,0.901587,4254.011031,0.160723
P001024,5,29653.36,0.096003,1.04,30839.4944,0.763587,2260.736683,0.076239
P001025,3,42730.2,0.190526,1.015,43371.153,0.832587,6879.940151,0.161009
P001026,3,24928.26,0.201666,1.021,25451.75346,0.778587,3996.28736,0.160312
P001027,1,45236.88,0.725563,1.038,46955.88144,0.600587,20461.652829,0.452322
P001028,10,21456.7,0.024715,0.98,21027.566,0.643587,334.465893,0.015588
P001029,2,19357.12,0.225391,1.04,20131.4048,0.684587,3106.275965,0.160472
P001030,4,27435.78,0.133532,1.002,27490.65156,0.762587,2799.368461,0.102033
P001031,1,23155.76,0.34647,1.042,24128.30192,0.844587,7060.513109,0.304914
P001032,10,44472.75,0.032152,0.995,44250.38625,0.719587,1023.775661,0.02302
P001033,2,63041.16,0.218014,1.027,64743.27132,0.600587,8477.246323,0.134472
P001034,4,38008.08,0.13923,1.027,39034.29816,0.672587,3655.325812,0.096172
P001035,2,32319.78,0.265495,1.015,32804.5767,0.684587,5962.378494,0.184481
P001036,1,20270.8,0.383427,1.042,21122.1736,0.672587,5447.149399,0.268719
P001037,6,32769.12,0.070913,1.02,33424.5024,0.719587,1705.594661,0.052049
P001038,8,38152.85,0.050487,1.032,39373.7412,0.640587,1273.410247,0.033377
P001039,2,14306.6,0.273733,1.037,14835.9442,0.507587,2061.352738,0.144084
P001040,3,28091.88,0.175691,1.015,28513.2582,0.763587,3825.198547,0.136167
P001041,10,49384.68,0.024689,1.02,50372.3736,0.611587,760.609804,0.015402
P001042,2,29721.25,0.217896,1.002,29780.6925,0.600587,3897.26335,0.131127
P001043,5,20757.0,0.090404,1.042,21628.794,0.679587,1328.811688,0.064018
P001044,8,13523.81,0.05137,0.98,13253.3338,0.427587,291.113276,0.021526
P001045,6,24137.28,0.067176,1.015,24499.3392,0.832587,1370.246755,0.056769
P001046,2,20478.92,0.249894,1.015,20786.1038,0.901587,4683.13114,0.228681
P001047,10,43724.04,0.033365,1.015,44379.9006,0.901587,1334.999462,0.030532
P001048,3,29923.74,0.169754,0.995,29774.1213,0.832587,4208.122574,0.140628
P001049,10,90585.93,0.023325,1.037,93937.60941,0.637587,1397.024043,0.015422
P001050,8,24205.5,0.052578,1.032,24980.076,0.719587,945.109692,0.039045
P001051,3,25021.59,0.148768,1.02,25522.0218,0.611587,2322.109712,0.092804
P001052,10,30240.45,0.028553,1.021,30875.49945,0.427587,376.951045,0.012465
P001053,7,43216.64,0.06234,1.02,44080.9728,0.753587,2070.863009,0.047918
P001054,2,20200.4,0.265122,1.027,20745.8108,0.844587,4645.376051,0.229965
P001055,1,16779.84,0.51126,1.041,17467.81344,0.915587,8176.733344,0.487295
P001056,8,23368.84,0.049707,1.032,24116.64288,0.611587,733.154321,0.031373
P001057,8,18957.4,0.051073,1.015,19241.761,0.763587,750.401091,0.039584
P001058,3,19624.86,0.190922,1.032,20252.85552,0.832587,3219.371426,0.164046
P001059,6,42849.75,0.066906,1.038,44478.0405,0.841587,2504.451177,0.058447
P001060,4,29202.54,0.141352,1.015,29640.5781,0.763587,3199.234985,0.109553
P001061,2,55949.85,0.25059,1.04,58187.844,0.427587,6234.769073,0.111435
P001062,3,52822.0,0.143416,1.002,52927.644,0.751587,5705.049258,0.108005
P001063,6,35471.52,0.078122,1.04,36890.3808,0.901587,2598.320152,0.073251
P001064,10,19508.34,0.034761,1.024,19976.54016,0.857587,595.508681,0.030526
P001065,2,15254.72,0.284169,1.037,15819.14464,0.637587,2866.151125,0.187886
P001066,1,45293.8,0.30346,1.04,47105.552,0.901587,12887.874123,0.284539
P001067,5,24567.36,0.094101,1.041,25574.62176,0.719587,1731.760247,0.07049
P001068,2,21230.0,0.277107,1.027,21803.21,0.672587,4063.647857,0.191411
P001069,10,21799.8,0.034981,0.98,21363.804,0.643587,480.970018,0.022063
P001070,1,17170.56,0.349192,1.037,17805.87072,0.637587,3964.301108,0.230878
P001071,4,23893.38,0.115079,1.003,23965.06014,0.637587,1758.378904,0.073593
P001072,1,16841.0,0.430403,1.041,17531.481,0.640587,4833.61639,0.287015
P001073,9,54721.05,0.04317,1.027,56198.51835,0.679587,1648.752731,0.03013
P001074,8,34088.85,0.050065,1.015,34600.18275,0.684587,1185.882055,0.034788
P001075,6,21775.56,0.082506,1.027,22363.50012,0.600587,1108.158547,0.05089
P001076,5,41892.84,0.091178,1.027,43023.94668,0.637587,2501.138601,0.059703
P001077,9,9722.25,0.037691,1.021,9926.41725,0.643587,240.78871,0.024767
P001078,3,34612.62,0.201609,1.04,35997.1248,0.832587,6042.370377,0.174571
P001079,2,21176.1,0.277521,1.003,21239.6283,0.753587,4441.978251,0.209764
P001080,4,39457.32,0.122874,1.015,40049.1798,0.667587,3285.200083,0.08326
P001081,1,18952.58,0.567684,1.027,19464.29966,0.753587,8326.810193,0.43935
P001082,4,31654.7,0.131332,1.04,32920.888,0.763587,3301.421837,0.104295
P001083,3,32016.24,0.151141,1.037,33200.84088,0.637587,3199.410364,0.099931
P001084,3,18436.0,0.200288,1.04,19173.44,0.763587,2932.336201,0.159055
P001085,2,20425.59,0.272646,0.995,20323.46205,0.915587,5073.369906,0.248383
P001086,9,10758.42,0.043962,0.98,10543.2516,0.599587,277.907418,0.025832
P001087,6,54037.2,0.067071,1.038,56090.6136,0.751587,2827.528814,0.052326
P001088,4,16195.92,0.114649,1.04,16843.7568,0.643587,1242.846287,0.076738
P001089,5,29402.72,0.100214,1.042,30637.63424,0.679587,2086.542985,0.070964
P001090,9,29800.59,0.044085,1.04,30992.6136,0.763587,1043.286831,0.035009
P001091,2,15193.2,0.247358,1.037,15755.3484,0.586587,2286.055986,0.150466
P001092,10,36590.4,0.019883,1.024,37468.5696,0.427587,318.553596,0.008706
P001093,9,38701.0,0.039506,1.015,39281.515,0.832587,1292.048099,0.033385
P001094,2,24108.0,0.217185,1.038,25024.104,0.679587,3693.464269,0.153205
P001095,8,40421.65,0.053087,1.04,42038.516,0.684587,1527.803115,0.037797
P001096,2,39154.68,0.214485,1.041,40760.02188,0.640587,5600.285216,0.14303
P001097,3,43517.3,0.184908,1.042,45345.0266,0.762587,6394.018511,0.14693
P001098,8,16079.8,0.051833,1.032,16594.3536,0.719587,618.9404,0.038492
P001099,2,20072.8,0.240278,1.042,20915.8576,0.923587,4641.601079,0.231238
P001100,10,33542.1,0.031433,1.038,34816.6998,0.600587,657.276697,0.019596
P001101,1,19727.4,0.382049,1.04,20516.496,0.588587,4613.525317,0.233864
P001102,2,29223.17,0.291208,1.041,30421.31997,0.719587,6374.762192,0.218141
P001103,9,17267.77,0.040081,1.027,17733.99979,0.637587,453.192629,0.026245
P001104,2,36859.76,0.255361,1.038,38260.43088,0.600587,5867.866609,0.159194
P001105,1,17486.96,0.430211,1.032,18046.54272,0.832587,6464.055707,0.36965
P001106,4,33416.22,0.108343,1.027,34318.45794,0.600587,2233.071563,0.066826
P001107,7,17870.6,0.061993,1.04,18585.424,0.684587,788.753725,0.044137
P001108,1,21289.4,0.328349,1.042,22183.5548,0.751587,5474.518763,0.257148
P001109,5,50674.26,0.090849,1.038,52599.88188,0.923587,4413.502212,0.087096
P001110,4,64790.62,0.137293,1.027,66539.96674,0.845587,7724.858314,0.119228
P001111,1,18203.2,0.311092,1.032,18785.7024,0.753587,4404.022633,0.241937
P001112,7,23643.46,0.061079,1.04,24589.1984,0.763587,1146.821732,0.048505
P001113,3,46320.16,0.163758,0.995,46088.5592,0.719587,5430.987613,0.117249
P001114,3,17006.0,0.170991,0.995,16920.97,0.640587,1853.430141,0.108987
P001115,6,28449.46,0.072738,1.003,28534.80838,0.637587,1323.358962,0.046516
P001116,9,22649.6,0.038415,0.995,22536.352,0.832587,720.798152,0.031824
P001117,4,27319.93,0.109222,1.015,27729.72895,0.684587,2073.406421,0.075894
P001118,4,52126.5,0.123459,1.04,54211.56,0.832587,5572.443025,0.106902
P001119,2,71894.48,0.226935,1.04,74770.2592,0.588587,9987.13196,0.138914
P001120,4,17533.2,0.107574,1.021,17901.3972,0.427587,823.415838,0.046963
P001121,9,51268.63,0.041607,1.038,53216.83794,0.600587,1329.819714,0.025938
P001122,2,76678.52,0.279745,1.041,79822.33932,0.611587,13656.656744,0.178103
P001123,3,26672.36,0.157029,1.027,27392.51372,0.923587,3972.729695,0.148946
P001124,6,27233.64,0.082796,1.04,28322.9856,0.684587,1605.369897,0.058948
P001125,10,45550.92,0.033359,1.027,46780.79484,0.766587,1196.301002,0.026263
P001126,10,46918.9,0.02942,1.015,47622.6835,0.637587,893.300753,0.019039
P001127,9,18719.7,0.037628,1.04,19468.488,0.763587,559.377438,0.029882
P001128,5,32311.16,0.097311,1.027,33183.56132,0.762587,2462.475651,0.076211
P001129,1,16178.8,0.536032,1.032,16696.5216,0.832587,7451.536504,0.460574
P001130,10,11947.32,0.035195,1.024,12234.05568,0.643587,277.117462,0.023195
P001131,1,93967.25,0.305712,1.027,96504.36575,0.751587,22173.722441,0.235973
P001132,2,35661.88,0.294324,1.015,36196.8082,0.832587,8870.046339,0.248726
P001133,1,22296.96,0.333734,1.042,23233.43232,0.600587,4656.81541,0.208854
P001134,2,18095.0,0.264085,1.04,18818.8,0.763587,3794.840891,0.209718
P001135,8,40970.65,0.045074,1.04,42609.476,0.753587,1447.319006,0.035326
P001136,1,39240.45,0.310605,1.002,39318.9309,0.844587,10314.637218,0.262857
P001137,10,30708.59,0.027628,1.04,31936.9336,0.857587,756.683378,0.024641
P001138,10,38432.42,0.025423,1.04,39969.7168,0.599587,609.266009,0.015853
P001139,6,51892.14,0.081657,1.032,53552.68848,0.719587,3146.720978,0.06064
P001140,6,30762.6,0.068666,1.032,31747.0032,0.719587,1568.665604,0.050993
P001141,8,25713.15,0.049986,0.995,25584.58425,0.719587,920.266589,0.03579
P001142,6,41155.8,0.07507,1.04,42802.032,0.832587,2675.230367,0.065003
P001143,8,45201.36,0.053934,0.995,44975.3532,0.915587,2220.944538,0.049134
P001144,1,20724.0,0.579989,1.042,21594.408,0.762587,9551.034108,0.460868
P001145,7,34887.02,0.056846,1.038,36212.72676,0.679587,1398.956329,0.0401
P001146,5,20666.97,0.086332,1.041,21514.31577,0.832587,1546.416117,0.074825
P001147,4,19084.04,0.133967,1.021,19484.80484,0.599587,1565.108331,0.082011
P001148,3,18231.4,0.160695,1.013,18468.4082,0.832587,2470.940611,0.135532
P001149,9,43870.4,0.03712,1.041,45669.0864,0.611587,1036.77085,0.023633
P001150,10,47277.17,0.032807,1.015,47986.32755,0.763587,1202.123137,0.025427
P001151,3,28398.48,0.199449,1.015,28824.4572,0.667587,3837.953889,0.135146
P001152,3,19353.4,0.197515,1.015,19643.701,0.763587,2962.655064,0.153082
P001153,6,48192.8,0.082335,1.04,50120.512,0.832587,3435.832419,0.071293
P001154,4,20183.76,0.11614,1.015,20486.5164,0.766587,1823.945241,0.090367
P001155,4,53968.2,0.129663,1.002,54076.1364,0.923587,6475.871714,0.119994
P001156,5,27074.2,0.09222,1.041,28184.2422,0.611587,1589.609518,0.058713
P001157,1,15501.2,0.34032,1.032,15997.2384,0.836587,4554.533837,0.293818
P001158,6,62136.72,0.075578,1.038,64497.91536,0.679587,3312.734149,0.053314
P001159,6,72716.0,0.077186,1.027,74679.332,0.751587,4332.292756,0.059578
P001160,3,13077.75,0.202877,1.024,13391.616,0.520587,1414.357153,0.10815
P001161,2,18708.8,0.24883,1.04,19457.152,0.667587,3232.138577,0.17276
P001162,9,20922.36,0.037086,1.015,21236.1954,0.753587,593.505556,0.028367
P001163,3,25653.8,0.175934,1.015,26038.607,0.558587,2558.925544,0.099748
P001164,2,41385.24,0.237557,1.038,42957.87912,0.841587,8588.358281,0.207522
P001165,4,36339.8,0.142458,1.013,36812.2174,0.832587,4366.246588,0.120151
P001166,8,46849.74,0.045083,1.003,46990.28922,0.845587,1791.345575,0.038236
P001167,2,23267.09,0.232001,1.015,23616.09635,0.684587,3750.827565,0.161207
P001168,8,21215.4,0.050592,1.032,21894.2928,0.719587,797.072067,0.03757
P001169,1,25988.9,0.693981,1.042,27080.4338,0.600587,11287.016801,0.434301
P001170,9,22559.92,0.037387,1.041,23484.87672,0.532587,467.628926,0.020728
P001171,7,50302.98,0.057787,1.037,52164.19026,0.558587,1683.813857,0.033473
P001172,3,21711.2,0.206377,1.032,22405.9584,0.719587,3327.428743,0.153259
P001173,10,58403.1,0.025335,1.037,60564.0147,0.637587,978.308614,0.016751
P001174,8,26890.49,0.054137,1.003,26971.16147,0.637587,930.963772,0.034621
P001175,5,29681.96,0.100931,1.027,30483.37292,0.923587,2841.628604,0.095736
P001176,2,68276.52,0.228078,1.038,70871.02776,0.751587,12148.71995,0.177934
P001177,6,25531.0,0.071557,1.042,26603.302,0.751587,1430.75204,0.05604
P001178,6,77561.82,0.075572,1.013,78570.12366,0.763587,4533.953641,0.058456
P001179,5,17668.2,0.103051,1.015,17933.223,0.901587,1666.165225,0.094303
P001180,3,20040.0,0.171265,1.04,20841.6,0.822587,2936.174009,0.146516
P001181,7,39536.34,0.06398,1.002,39615.41268,0.679587,1722.47714,0.043567
P001182,9,48902.85,0.037706,0.98,47924.793,0.427587,772.666947,0.0158
P001183,10,21009.96,0.035683,1.015,21325.1094,0.586587,446.356533,0.021245
P001184,3,47558.94,0.1588,1.015,48272.3241,0.753587,5776.71795,0.121464
P001185,5,28194.96,0.105408,1.013,28561.49448,0.667587,2009.840878,0.071284
P001186,6,19445.55,0.077882,1.027,19970.57985,0.637587,991.668628,0.050997
P001187,1,20279.6,0.403229,1.042,21131.3432,0.841587,7170.96122,0.353605
P001188,8,52597.32,0.04864,1.021,53701.86372,0.564587,1474.722112,0.028038
P001189,1,20719.6,0.417703,1.038,21506.9448,0.600587,5395.383009,0.2604
P001190,4,29001.84,0.116018,1.027,29784.88968,0.753587,2604.072907,0.08979
P001191,3,21579.53,0.142882,1.02,22011.1206,0.719587,2263.089347,0.104872
P001192,4,37446.3,0.118146,1.038,38869.2594,0.679587,3120.826998,0.083341
P001193,1,13835.8,0.367146,1.027,14209.3666,0.558587,2914.10091,0.21062
P001194,5,27386.45,0.09831,0.98,26838.721,0.778587,2054.309909,0.075012
P001195,8,14350.6,0.053038,1.003,14393.6518,0.845587,645.529676,0.044983
P001196,9,32260.95,0.043058,1.042,33615.9099,0.841587,1218.150487,0.037759
P001197,8,30529.2,0.052405,1.041,31780.8972,0.719587,1198.461635,0.039256
P001198,3,21775.68,0.167106,1.032,22472.50176,0.719587,2702.25045,0.124095
P001199,6,18816.6,0.069061,1.015,19098.849,0.901587,1189.176265,0.063198
P001200,9,41268.5,0.041964,1.002,41351.037,0.751587,1304.197026,0.031603
P001201,3,30000.16,0.200557,1.032,30960.16512,0.719587,4468.112984,0.148936
P001202,8,14599.36,0.046106,1.04,15183.3344,0.643587,450.540794,0.03086
P001203,3,13470.6,0.205446,1.027,13834.3062,0.507587,1442.661756,0.107097
P001204,9,71750.4,0.038192,1.04,74620.416,0.684587,1950.982127,0.027191
P001205,2,31289.16,0.2646,1.04,32540.7264,0.599587,5162.616716,0.164997
P001206,2,17736.05,0.29895,1.032,18303.6036,0.719587,3937.482614,0.222004
P001207,5,19085.0,0.090028,1.015,19371.275,0.763587,1331.666073,0.069776
P001208,1,19841.51,0.659817,1.04,20635.1704,0.588587,8013.866877,0.403894
P001209,8,39613.86,0.051009,1.024,40564.59264,0.427587,884.736435,0.022334
P001210,1,49339.5,0.301945,1.027,50671.6665,0.679587,10397.72481,0.210738
P001211,10,22528.22,0.029206,1.02,22978.7844,0.640587,429.912785,0.019083
P001212,10,50578.8,0.034127,1.04,52601.952,0.667587,1198.403245,0.023694
P001213,4,16568.2,0.121509,1.02,16899.564,0.719587,1477.640524,0.089185
P001214,1,43314.75,0.437453,1.042,45133.9695,0.751587,14839.304964,0.342592
P001215,10,44602.88,0.035413,1.04,46386.9952,0.832587,1367.710806,0.030664
P001216,2,21901.94,0.297672,1.04,22778.0176,0.599587,4065.424336,0.185619
P001217,3,20948.4,0.207091,1.038,21744.4392,0.600587,2704.492256,0.129103
P001218,1,23637.12,0.439522,1.041,24606.24192,0.915587,9902.062062,0.41892
P001219,8,23687.64,0.05297,0.995,23569.2018,0.719587,898.369333,0.037926
P001220,6,37838.88,0.083157,1.04,39352.4352,0.667587,2184.628335,0.057735
P001221,2,19320.4,0.233647,1.015,19610.206,0.832587,3814.79383,0.197449
P001222,5,22050.68,0.088521,1.027,22646.04836,0.674587,1352.312101,0.061327
P001223,1,50878.5,0.416766,1.027,52252.2195,0.672587,14646.882031,0.28788
P001224,1,13578.4,0.397962,1.027,13945.0168,0.674587,3743.676332,0.275708
P001225,9,21793.76,0.04113,1.032,22491.16032,0.611587,565.759498,0.02596
P001226,6,38906.0,0.070302,1.002,38983.812,0.672587,1843.322025,0.047379
P001227,6,18923.8,0.078245,1.02,19302.276,0.640587,967.481846,0.051125
P001228,2,69680.98,0.220925,1.015,70726.1947,0.667587,10431.156455,0.149699
P001229,4,15204.2,0.118717,1.003,15249.8126,0.586587,1061.966851,0.069847
P001230,2,62622.0,0.300351,1.002,62747.244,0.679587,12807.620935,0.204523
P001231,10,29291.25,0.028315,1.032,30228.57,0.719587,615.906227,0.021027
P001232,2,21959.96,0.210152,1.037,22772.47852,0.674587,3228.356033,0.147011
P001233,6,25725.88,0.067006,1.02,26240.3976,0.719587,1265.221063,0.049181
P001234,6,68883.78,0.075109,1.013,69779.26914,0.684587,3587.94011,0.052087
P001235,2,19721.82,0.236065,1.015,20017.6473,0.763587,3608.30835,0.18296
P001236,8,15133.8,0.049242,1.015,15360.807,0.637587,482.269055,0.031867
P001237,9,57604.52,0.041271,1.042,60023.90984,0.600587,1487.801595,0.025828
P001238,1,23255.56,0.384321,1.04,24185.7824,0.763587,7097.615371,0.305201
P001239,8,34229.21,0.049485,1.013,34674.18973,0.832587,1428.600371,0.041736
P001240,3,31922.6,0.176365,1.032,32944.1232,0.719587,4180.946824,0.130971
P001241,7,27935.38,0.056223,1.024,28605.82912,0.427587,687.686279,0.024617
P001242,1,17656.65,0.323462,1.037,18309.94605,0.586587,3474.100697,0.196759
P001243,5,22259.16,0.105564,1.032,22971.45312,0.532587,1291.503188,0.058021
P001244,9,34132.96,0.038244,1.015,34644.9544,0.637587,844.779079,0.02475
P001245,3,49236.41,0.17961,1.038,51107.39358,0.600587,5513.029678,0.111971
P001246,1,32172.88,0.363668,1.013,32591.12744,0.822587,9749.58561,0.303037
P001247,8,29947.06,0.049501,1.027,30755.63062,0.558587,850.409901,0.028397
P001248,7,30482.48,0.05667,0.995,30330.0676,0.915587,1573.713897,0.051627
P001249,8,27985.32,0.049555,1.015,28405.0998,0.832587,1171.969557,0.041878
P001250,6,28818.06,0.070285,1.04,29970.7824,0.427587,900.713768,0.031255
P001251,10,40530.73,0.031378,1.027,41625.05971,0.586587,766.15736,0.018903
P001252,9,71626.73,0.037565,1.04,74491.7992,0.667587,1868.087029,0.026081
P001253,2,38181.15,0.241922,1.042,39784.7583,0.751587,7233.876551,0.189462
P001254,3,27129.34,0.163545,1.015,27536.2801,0.753587,3393.717775,0.125094
P001255,6,22543.83,0.077414,0.995,22431.11085,0.719587,1249.543594,0.055427
P001256,10,47685.84,0.018931,1.021,48687.24264,0.427587,394.096536,0.008264
P001257,10,60818.49,0.03612,1.042,63372.86658,0.751587,1720.398873,0.028287
P001258,3,41685.03,0.198454,1.04,43352.4312,0.763587,6569.490555,0.157598
P001259,1,21473.92,0.485836,1.002,21516.86784,0.672587,7030.999083,0.32742
P001260,8,89627.12,0.045808,1.013,90792.27256,0.832587,3462.760992,0.038635
P001261,8,33245.95,0.047688,0.995,33079.72025,0.915587,1444.347707,0.043444
P001262,5,28340.65,0.100409,1.002,28397.3313,0.751587,2143.044521,0.075617
P001263,7,20858.2,0.056811,1.002,20899.9164,0.679587,806.899661,0.038685
P001264,10,56944.9,0.030878,1.04,59222.696,0.588587,1076.331261,0.018901
P001265,2,37824.18,0.255451,1.038,39261.49884,0.679587,6815.846804,0.180198
P001266,2,25243.92,0.272752,1.02,25748.7984,0.915587,6430.188223,0.254722
P001267,2,35282.52,0.222962,1.041,36729.10332,0.611587,5008.41288,0.141952
P001268,2,20112.4,0.29365,1.042,20957.1208,0.923587,5683.810412,0.282602
P001269,7,39965.2,0.064708,1.002,40045.1304,0.672587,1742.843182,0.043609
P001270,3,17824.4,0.154367,1.04,18537.376,0.832587,2382.493638,0.133665
P001271,9,31740.45,0.040798,0.98,31105.641,0.427587,542.623277,0.017096
P001272,2,11990.0,0.212826,1.04,12469.6,0.599587,1591.219442,0.132712
P001273,6,64667.79,0.066306,1.015,65637.80685,0.763587,3323.267817,0.05139
P001274,3,27758.22,0.170558,1.027,28507.69194,0.600587,2920.189977,0.105201
P001275,6,23562.03,0.076871,1.021,24056.83263,0.427587,790.722084,0.033559
P001276,10,19030.96,0.032533,1.015,19316.4244,0.763587,479.855995,0.025214
P001277,3,29235.02,0.15303,1.013,29615.07526,0.667587,3025.505292,0.103489
P001278,2,62312.88,0.260555,1.015,63247.5732,0.667587,11001.491532,0.176552
P001279,7,49824.24,0.063557,1.041,51867.03384,0.832587,2744.633568,0.055086
P001280,1,30127.28,0.304741,1.015,30579.1892,0.667587,6221.052404,0.206492
P001281,1,22700.46,0.428116,1.024,23245.27104,0.348587,3469.017985,0.152817
P001282,10,37596.24,0.03605,1.013,38084.99112,0.667587,916.562149,0.024379
P001283,10,7291.44,0.030951,1.04,7583.0976,0.427587,100.355017,0.013763
P001284,2,38810.01,0.296844,1.027,39857.88027,0.679587,8040.575449,0.207178
P001285,9,27043.2,0.040074,1.015,27448.848,0.832587,915.837413,0.033866
P001286,8,14955.6,0.049009,1.003,15000.4668,0.637587,468.728227,0.031341
P001287,3,37920.96,0.153143,1.038,39361.95648,0.672587,4054.366938,0.106916
P001288,3,25718.64,0.201358,1.04,26747.3856,0.763587,4112.527269,0.159905
P001289,2,21829.36,0.278691,1.042,22746.19312,0.672587,4263.632975,0.195316
P001290,4,26761.12,0.108383,1.015,27162.5368,0.753587,2218.52909,0.082901
P001291,9,31864.95,0.042529,0.995,31705.62525,0.832587,1122.669396,0.035232
P001292,1,23846.64,0.310991,1.04,24800.5056,0.684587,5280.039706,0.221417
P001293,1,34162.1,0.329775,1.027,35084.4767,0.762587,8823.121002,0.258272
P001294,3,20548.66,0.149147,1.04,21370.6064,0.901587,2873.677819,0.139847
P001295,2,28758.39,0.228224,1.015,29189.76585,0.684587,4560.58456,0.158583
P001296,9,28629.8,0.041115,0.98,28057.204,0.427587,493.255848,0.017229
P001297,1,28196.28,0.495631,1.04,29324.1312,0.667587,9702.664227,0.344112
P001298,10,82848.48,0.026998,1.032,85499.63136,0.611587,1411.741601,0.01704
P001299,3,30723.0,0.20603,1.003,30815.169,0.637587,4047.951312,0.131756
P001300,1,23818.24,0.349603,1.038,24723.33312,0.844587,7300.062457,0.30649
